,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
49,Feb-14,11.895785,13.730078,24.144987,1.2841993871117088,1.0659406071562425,9343.551666666666,10992.932666666666,5597.281,5395.651000000001,1908.4033333333332,103.66666666666667,-0.24333333333333335,1820.5,1160.5,2634.0,1410.5,470.93333333333334,2467.0,250.0,55.0,408.93333333333334,7.0,0.6
50,Mar-14,13.416267,13.484363,24.287691,1.2786878017592982,1.0615313388743142,9362.75225,11015.607,5608.67,5406.936250000001,1912.55325,103.25,-0.26,1817.75,1157.75,2634.0,1407.75,471.5,2467.0,250.0,55.0,409.5,7.0,0.59
51,Apr-14,18.73455,12.418532,22.92461,1.2836482285764679,1.0642871315505191,9381.952833333333,11038.281333333332,5620.059,5418.221500000001,1916.7031666666667,102.83333333333333,-0.27666666666666667,1815.0,1155.0,2634.0,1405.0,472.06666666666666,2467.0,250.0,55.0,410.06666666666666,7.0,0.59
52,May-14,13.978163,14.087385000000001,23.502449,1.2886086553936376,1.0670429242267243,9401.153416666666,11060.955666666667,5631.448,5429.5067500000005,1920.8530833333332,102.41666666666667,-0.29333333333333333,1812.25,1152.25,2634.0,1402.25,472.6333333333333,2467.0,250.0,55.0,410.6333333333333,7.0,0.59
53,Jun-14,4.0638664,13.701742000000001,24.345251,1.2886086553936376,1.0670429242267243,9420.354,11083.63,5642.837,5440.792,1925.003,102.0,-0.31,1809.5,1149.5,2634.0,1399.5,473.2,2467.0,250.0,55.0,411.2,7.0,0.6
54,Jul-14,3.1624157,13.074539999999999,25.158953,1.2661948749605005,1.0466868023251539,9439.664999999999,11107.41675,5654.802083333334,5452.613333333334,1929.375,101.75,-0.2833333333333333,1809.6833333333334,1149.6833333333334,2634.0,1399.6833333333334,473.76666666666665,2467.0,250.0,55.0,411.76666666666665,7.0,0.57
55,Aug-14,6.828976999999999,12.70009,23.336628,1.2437810945273633,1.0263306804235834,9458.975999999999,11131.2035,5666.767166666667,5464.434666666667,1933.7469999999998,101.5,-0.25666666666666665,1809.8666666666668,1149.8666666666668,2634.0,1399.8666666666668,474.3333333333333,2467.0,250.0,55.0,412.3333333333333,7.0,0.55
56,Sep-14,15.434766000000002,13.656444,25.321497,1.2213673140942263,1.005974558522013,9478.287,11154.990249999999,5678.732250000001,5476.256,1938.119,101.25,-0.22999999999999998,1810.05,1150.05,2634.0,1400.05,474.9,2467.0,250.0,55.0,412.9,7.0,0.55
57,Oct-14,14.386446000000001,12.369201,22.94889,1.198953533661089,0.9856184366204427,9497.598,11178.777,5690.697333333334,5488.077333333334,1942.491,101.0,-0.2033333333333333,1810.2333333333333,1150.2333333333333,2634.0,1400.2333333333333,475.46666666666664,2467.0,250.0,55.0,413.46666666666664,7.0,0.53
58,Nov-14,16.519485,13.246315,23.718903,1.176539753227952,0.9652623147188722,9516.909,11202.563750000001,5702.662416666668,5499.898666666667,1946.863,100.75,-0.17666666666666667,1810.4166666666667,1150.4166666666667,2634.0,1400.4166666666667,476.0333333333333,2467.0,250.0,55.0,414.0333333333333,7.0,0.54
59,Dec-14,11.098806,12.340413999999999,23.496037,1.1541259727948148,0.9449061928173018,9536.22,11226.3505,5714.6275000000005,5511.72,1951.2350000000001,100.5,-0.15,1810.6,1150.6,2634.0,1400.6,476.6,2467.0,250.0,55.0,414.6,7.0,0.47
60,Jan-15,7.9645386,13.002754,23.920605,1.1317121923616777,0.9245500709157314,9555.530999999999,11250.13725,5726.592583333334,5523.541333333334,1955.607,100.25,-0.12333333333333332,1810.7833333333333,1150.7833333333333,2634.0,1400.7833333333333,477.1666666666667,2467.0,250.0,55.0,415.1666666666667,7.0,0.43
61,Feb-15,11.418843999999998,12.928861999999999,24.832487,1.1092984119285405,0.9041939490141611,9574.841999999999,11273.924,5738.5576666666675,5535.362666666667,1959.979,100.0,-0.09666666666666665,1810.9666666666667,1150.9666666666667,2634.0,1400.9666666666667,477.73333333333335,2467.0,250.0,55.0,415.73333333333335,7.0,0.38
62,Mar-15,13.081718,13.451029,23.95436,1.0868846314954035,0.8838378271125906,9594.152999999998,11297.710750000002,5750.522750000001,5547.184,1964.351,99.75,-0.06999999999999998,1811.15,1151.15,2634.0,1401.15,478.3,2467.0,250.0,55.0,416.3,7.0,0.48
63,Apr-15,19.050743,12.653081,21.900824,1.0644708510622665,0.8634817052110202,9613.464,11321.497500000001,5762.4878333333345,5559.0053333333335,1968.723,99.5,-0.043333333333333335,1811.3333333333335,1151.3333333333335,2634.0,1401.3333333333335,478.8666666666667,2467.0,250.0,55.0,416.8666666666667,7.0,0.6
64,May-15,13.978163,13.192767000000002,22.26495,1.0420570706291292,0.8431255833094498,9632.775,11345.28425,5774.452916666668,5570.826666666667,1973.095,99.25,-0.016666666666666663,1811.5166666666667,1151.5166666666667,2634.0,1401.5166666666667,479.43333333333334,2467.0,250.0,55.0,417.43333333333334,7.0,0.65
65,Jun-15,6.0110447,12.932124,23.208967,1.0196432901959922,0.8227694614078793,9652.086,11369.071000000002,5786.4180000000015,5582.648,1977.467,99.0,0.01,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.66
66,Jul-15,2.7813990000000004,12.316207,24.264336,0.997229509762855,0.8024133395063089,9671.478916666667,11394.050666666668,5799.003916666668,5595.042333333334,1982.0703333333333,98.91666666666667,0.005,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
67,Aug-15,5.606805,13.057208000000001,25.385414,0.9748157293297179,0.7820572176047385,9690.871833333333,11419.030333333334,5811.589833333335,5607.4366666666665,1986.6736666666668,98.83333333333333,0.0,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.52
68,Sep-15,14.452507,13.513561,25.45778,0.9524019488965808,0.7617010957031681,9710.264749999998,11444.010000000002,5824.175750000001,5619.831,1991.277,98.75,-0.004999999999999999,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.51
69,Oct-15,16.89638,14.227533,24.428059,0.9061046319363302,0.7242223153067748,9729.657666666666,11468.989666666668,5836.761666666668,5632.225333333334,1995.8803333333335,98.66666666666667,-0.01,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.55
70,Nov-15,18.933244,12.823746,22.517167999999998,0.8840582905266872,0.7054829251085782,9749.050583333334,11493.969333333334,5849.347583333335,5644.6196666666665,2000.4836666666667,98.58333333333333,-0.015000000000000001,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.61
71,Dec-15,12.030501000000001,13.252913000000001,24.072252,0.8840582905266872,0.7054829251085782,9768.4435,11518.949,5861.933500000001,5657.014,2005.087,98.5,-0.019999999999999997,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.525
72,Jan-16,9.902304,14.440254000000001,24.39977,0.8840582905266872,0.7043806080380961,9787.836416666665,11543.928666666667,5874.519416666668,5669.408333333334,2009.6903333333335,98.41666666666667,-0.025,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.44
73,Feb-16,12.080266,14.084244,25.07832,0.8807513393152406,0.7021759738971318,9807.229333333333,11568.908333333333,5887.105333333335,5681.8026666666665,2014.2936666666667,98.33333333333333,-0.03,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.39
74,Mar-16,14.525575,14.005196,24.841858,0.8729190864460253,0.69614223835344,9826.62225,11593.887999999999,5899.691250000002,5694.197,2018.8970000000002,98.25,-0.034999999999999996,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.39
75,Apr-16,19.505327,13.643532999999998,23.460894,0.86508683357681,0.6901085028097482,9846.015166666666,11618.867666666667,5912.277166666669,5706.591333333334,2023.5003333333334,98.16666666666667,-0.04,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.59
76,May-16,13.978163,13.308218,22.723282,0.8572545807075947,0.6840747672660564,9865.408083333332,11643.847333333333,5924.8630833333345,5718.9856666666665,2028.1036666666669,98.08333333333333,-0.045,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.58
77,Jun-16,4.312279500000001,12.768410000000001,23.924417000000002,0.8494223278383795,0.6780410317223646,9884.801,11668.827,5937.449000000001,5731.38,2032.707,98.0,-0.05,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
78,Jul-16,5.3436676,12.795374,25.358953,0.8415900749691642,0.6720072961786729,9904.206166666667,11694.838166666666,5950.569666666668,5744.2702500000005,2037.5434166666669,98.0,-0.03833333333333334,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
79,Aug-16,7.084391999999999,12.578041,25.206245000000003,0.8337578220999489,0.6659735606349811,9923.611333333332,11720.849333333332,5963.690333333335,5757.1605,2042.3798333333334,98.0,-0.02666666666666667,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.51
80,Sep-16,13.328403,12.549846,24.494066,0.8259255692307336,0.6599398250912893,9943.0165,11746.860499999999,5976.8110000000015,5770.05075,2047.2162500000002,98.0,-0.015,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.57
81,Oct-16,13.678886,12.959651,24.61851,0.8180933163615183,0.6539060895475975,9962.421666666667,11772.871666666666,5989.931666666667,5782.941,2052.052666666667,98.0,-0.003333333333333334,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.62
82,Nov-16,16.519485,13.3779125,23.9505,0.810261063492303,0.6478723540039057,9981.826833333333,11798.882833333333,6003.052333333334,5795.83125,2056.8890833333335,98.0,0.008333333333333331,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.69
83,Dec-16,11.098806,13.662463,24.818085,0.8024288106230877,0.641838618460214,10001.232,11824.894,6016.173000000001,5808.7215,2061.7255,98.0,0.020000000000000004,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.73
84,Jan-17,7.8195464999999995,12.856921,25.133104,0.7945965577538723,0.6358048829165222,10020.637166666667,11850.905166666666,6029.293666666667,5821.61175,2066.561916666667,98.0,0.03166666666666666,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.54
85,Feb-17,12.114295,13.105078,24.532486,0.7867643048846571,0.6297711473728304,10040.042333333333,11876.916333333333,6042.414333333334,5834.502,2071.3983333333335,98.0,0.043333333333333335,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.6
86,Mar-17,14.359216,13.430195000000001,23.887691,0.7789320520154417,0.6237374118291386,10059.4475,11902.9275,6055.535,5847.39225,2076.23475,98.0,0.05500000000000001,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.61
87,Apr-17,10.352963,13.564364999999999,24.303776,0.7710997991462264,0.6177036762854468,10078.852666666668,11928.938666666665,6068.655666666667,5860.2825,2081.0711666666666,98.0,0.06666666666666667,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.64
88,May-17,13.978163,14.162385,23.57745,0.7632675462770111,0.611669940741755,10098.257833333333,11954.949833333332,6081.776333333333,5873.17275,2085.9075833333336,98.0,0.07833333333333332,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.69
89,Jun-17,5.082584,13.533860999999998,24.010702,0.7554352934077958,0.6056362051980633,10117.663,11980.961,6094.897,5886.063,2090.744,98.0,0.09,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.65
90,Jul-17,3.3443092,12.995374,24.50062,0.7476030405385805,0.5996024696543715,10136.991,12007.711749999999,6108.39825,5899.3125,2095.8117500000003,97.91666666666667,0.0925,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.52
91,Aug-17,5.635193,14.190541,25.306245999999998,0.7397707876693652,0.5935687341106797,10156.319,12034.4625,6121.8994999999995,5912.562,2100.8795,97.83333333333333,0.095,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.56
92,Sep-17,17.634874,13.704013,24.969067000000003,0.7319385348001499,0.5875349985669879,10175.647,12061.213249999999,6135.40075,5925.8115,2105.94725,97.75,0.0975,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.6
93,Oct-17,14.816003,14.417985,24.818507999999998,0.7308362177296678,0.5853303644260235,10194.975,12087.964,6148.901999999999,5939.061,2111.015,97.66666666666667,0.09999999999999999,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.6
94,Nov-17,16.644986,12.598745,23.171332999999997,0.7198130470248463,0.5765118278621663,10214.303,12114.71475,6162.403249999999,5952.3105,2116.08275,97.58333333333333,0.1025,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.59
95,Dec-17,9.889947,12.29458,24.02937,0.7165060958133999,0.574307193721202,10233.631000000001,12141.465499999998,6175.904499999999,5965.5599999999995,2121.1504999999997,97.5,0.105,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.53
96,Jan-18,8.288445,13.6753235,23.723554999999998,0.7165060958133999,0.574307193721202,10252.959,12168.21625,6189.405749999999,5978.8095,2126.21825,97.41666666666667,0.1075,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.47
97,Feb-18,12.513676,12.950911,24.914604,0.7176084128838821,0.5754095107916841,10272.287,12194.966999999999,6202.906999999999,5992.059,2131.286,97.33333333333333,0.11,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.43
98,Mar-18,14.442397,12.84148,22.765644,0.7120968275314712,0.5710002425097556,10291.615,12221.71775,6216.408249999999,6005.3085,2136.3537499999998,97.25,0.11249999999999999,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.4
99,Apr-18,19.897902,13.007247999999999,22.734157999999997,0.7098921933905069,0.5698979254392734,10310.943,12248.468499999999,6229.909499999999,6018.558,2141.4215,97.16666666666667,0.11499999999999999,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
100,May-18,13.978163,13.219503,22.634567,0.7087898763200248,0.5676932912983089,10330.271,12275.21925,6243.410749999998,6031.8075,2146.4892499999996,97.08333333333333,0.1175,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.49
101,Jun-18,4.312279500000001,12.332125,23.588133,0.7065852421790604,0.5654886571573448,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.46
102,Jul-18,3.1624157,12.695374000000001,24.779787,0.7903613395357041,0.6691064617826672,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.36
103,Aug-18,6.393823199999999,12.730472,24.37951,0.7848497541832933,0.6646971935007386,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.45
104,Sep-18,6.567036400000001,12.313561,25.136948,0.7804404859013647,0.6613902422892921,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
105,Oct-18,14.386446000000001,13.317986,24.297676,0.7815428029718469,0.6613902422892921,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.46
106,Nov-18,9.933335,13.457079,24.029667,0.7771335346899183,0.6580832910778457,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.48
107,Dec-18,14.94187,13.598747,24.275204000000002,0.7738265834784718,0.6558786569368814,10349.599,12301.97,6256.911999999998,6045.057,2151.557,97.0,0.12,1811.7,1151.7,2634.0,1401.7,480.0,2467.0,250.0,55.0,418.0,7.0,0.5
